report_id,date,site,report_type,activity,description,sif_potential,sif_predicted,sif_probability,life_saving_rule,lsr_all_matches,activity_category,barrier_failure
RPT-00091,2025-05-22,Moran GGS,UA,energy isolation / LOTO on pump,Field audit at Moran GGS identified energy isolation / LOTO on pump where barricade/warning signage missing at work area. No injury occurred but potential for unexpected equipment start-up / stored energy release was high.,0,0,0.427,Energy Isolation,['Energy Isolation'],Energy Isolation / LOTO,Barricade/Signage Missing
RPT-00092,2025-05-04,Duliajan Field,UA,excavation near buried pipeline,"Observation (UA) at Duliajan Field - excavation near buried pipeline in progress, however isolation point not verified with lock and tag, increasing risk of being struck by moving/falling/suspended object.",0,0,0.295,Energy Isolation,"['Energy Isolation', 'Line of Fire']",Excavation,Isolation Not Verified
RPT-00093,2025-04-24,Jorajan Pipeline ROW,UC,routine equipment inspection round,"During routine equipment inspection round at Jorajan Pipeline ROW, it was observed that toolbox talk / risk assessment not conducted. This created a direct exposure to uncontrolled/unauthorized simultaneous operations.",0,0,0.118,Work Authorization,['Work Authorization'],Inspection / Housekeeping,Risk Assessment Skipped
RPT-00094,2025-08-06,Moran GGS,UC,driving light vehicle on site road,Field audit at Moran GGS identified driving light vehicle on site road where no lifting plan / unqualified rigger used. No injury occurred but potential for vehicle collision was high.,0,0,0.248,Driving Safety,"['Driving Safety', 'Safe Mechanical Lifting']",Driving / Vehicle Movement,Permit Not Issued
RPT-00095,2025-04-29,Duliajan Workshop,Near-Miss,energy isolation / LOTO on pump,"While conducting energy isolation / LOTO on pump, a near-miss occurred at Duliajan Workshop because supervision inadequate for high-risk task.",0,0,0.278,Energy Isolation,['Energy Isolation'],Energy Isolation / LOTO,Inadequate Supervision
RPT-00096,2025-09-05,Moran GGS,Near-Miss,energy isolation / LOTO on pump,Near-Miss raised at Moran GGS: worker engaged in energy isolation / LOTO on pump without following procedure - PPE (harness/gloves/goggles) not worn correctly.,1,1,0.794,Energy Isolation,"['Energy Isolation', 'Working at Height']",Energy Isolation / LOTO,PPE Non-Compliance
RPT-00097,2025-06-01,Lakwa Gas Plant,UA,excavation near buried pipeline,"During excavation near buried pipeline at Lakwa Gas Plant, it was observed that no lifting plan / unqualified rigger used. This created a direct exposure to being struck by moving/falling/suspended object.",0,1,0.62,Safe Mechanical Lifting,"['Safe Mechanical Lifting', 'Line of Fire']",Excavation,Permit Not Issued
RPT-00098,2025-01-24,Kumchai Compressor Station,UA,confined space entry into storage tank,Field audit at Kumchai Compressor Station identified confined space entry into storage tank where barricade/warning signage missing at work area. No injury occurred but potential for asphyxiation or toxic gas exposure was high.,1,0,0.47,Confined Space,['Confined Space'],Confined Space Entry,Barricade/Signage Missing
RPT-00099,2025-01-07,Duliajan Workshop,UC,driving light vehicle on site road,"Observation (UC) at Duliajan Workshop - driving light vehicle on site road in progress, however gas test not performed before entry, increasing risk of vehicle collision.",0,0,0.139,Driving Safety,"['Driving Safety', 'Confined Space']",Driving / Vehicle Movement,Gas Test Skipped
RPT-00100,2025-05-10,Barekuri Well Pad,UC,electrical panel maintenance,UC raised at Barekuri Well Pad: worker engaged in electrical panel maintenance without following procedure - toolbox talk / risk assessment not conducted.,0,0,0.492,Unclassified,[],Electrical Maintenance,Risk Assessment Skipped
RPT-00101,2025-01-28,Digboi Refinery,UC,hot work / welding near flammable storage,Field audit at Digboi Refinery identified hot work / welding near flammable storage where communication breakdown between crew and control room. No injury occurred but potential for fire or explosion in presence of flammable atmosphere was high.,0,0,0.327,Hot Work,['Hot Work'],Hot Work,Communication Failure
RPT-00102,2025-08-02,Numaligarh Terminal,UA,vehicle movement in loading bay,UA raised at Numaligarh Terminal: worker engaged in vehicle movement in loading bay without following procedure - barricade/warning signage missing at work area.,0,0,0.131,Driving Safety,['Driving Safety'],Driving / Vehicle Movement,Barricade/Signage Missing
RPT-00103,2025-08-15,Lakwa Gas Plant,Near-Miss,vehicle movement in loading bay,"Observation (Near-Miss) at Lakwa Gas Plant - vehicle movement in loading bay in progress, however isolation point not verified with lock and tag, increasing risk of vehicle collision.",0,0,0.382,Energy Isolation,"['Energy Isolation', 'Driving Safety']",Driving / Vehicle Movement,Isolation Not Verified
RPT-00104,2025-02-20,Lakwa Gas Plant,UC,line of fire during pipe fitting removal,"During line of fire during pipe fitting removal at Lakwa Gas Plant, it was observed that barricade/warning signage missing at work area. This created a direct exposure to being struck by moving/falling/suspended object.",0,0,0.479,Line of Fire,['Line of Fire'],Line of Fire Exposure,Barricade/Signage Missing
RPT-00105,2025-03-22,Moran GGS,UA,driving light vehicle on site road,UA raised at Moran GGS: worker engaged in driving light vehicle on site road without following procedure - PPE (harness/gloves/goggles) not worn correctly.,0,0,0.357,Driving Safety,"['Driving Safety', 'Working at Height']",Driving / Vehicle Movement,PPE Non-Compliance
RPT-00106,2025-12-28,Naharkatiya Tank Farm,UC,electrical panel maintenance,"During electrical panel maintenance at Naharkatiya Tank Farm, it was observed that no lifting plan / unqualified rigger used. This created a direct exposure to unexpected equipment start-up / stored energy release.",1,1,0.876,Safe Mechanical Lifting,"['Safe Mechanical Lifting', 'Energy Isolation']",Electrical Maintenance,Permit Not Issued
RPT-00107,2025-04-12,Jorajan Pipeline ROW,Incident,hot work / welding near flammable storage,Field audit at Jorajan Pipeline ROW identified hot work / welding near flammable storage where isolation point not verified with lock and tag. No injury occurred but potential for fire or explosion in presence of flammable atmosphere was high.,1,1,0.682,Hot Work,"['Hot Work', 'Energy Isolation']",Hot Work,Isolation Not Verified
RPT-00108,2025-02-06,Digboi Refinery,UC,excavation near buried pipeline,"While conducting excavation near buried pipeline, a uc occurred at Digboi Refinery because isolation point not verified with lock and tag.",0,0,0.309,Energy Isolation,['Energy Isolation'],Excavation,Isolation Not Verified
RPT-00109,2025-08-13,Numaligarh Terminal,Near-Miss,driving light vehicle on site road,Field audit at Numaligarh Terminal identified driving light vehicle on site road where no lifting plan / unqualified rigger used. No injury occurred but potential for vehicle collision was high.,0,0,0.224,Driving Safety,"['Driving Safety', 'Safe Mechanical Lifting']",Driving / Vehicle Movement,Permit Not Issued
RPT-00110,2025-09-10,Jorajan Pipeline ROW,Near-Miss,housekeeping / material storage,"While conducting housekeeping / material storage, a near-miss occurred at Jorajan Pipeline ROW because barricade/warning signage missing at work area.",0,0,0.139,Unclassified,[],Inspection / Housekeeping,Barricade/Signage Missing
RPT-00111,2025-01-14,Digboi Refinery,Incident,vehicle movement in loading bay,"While conducting vehicle movement in loading bay, a incident occurred at Digboi Refinery because permit to work not issued before starting job.",0,0,0.316,Driving Safety,"['Driving Safety', 'Work Authorization']",Driving / Vehicle Movement,Permit Not Issued
RPT-00112,2025-12-11,Moran GGS,UC,routine equipment inspection round,"During routine equipment inspection round at Moran GGS, it was observed that no lifting plan / unqualified rigger used. This created a direct exposure to uncontrolled/unauthorized simultaneous operations.",0,0,0.398,Safe Mechanical Lifting,"['Safe Mechanical Lifting', 'Work Authorization']",Inspection / Housekeeping,Permit Not Issued
RPT-00113,2025-04-03,Lakwa Gas Plant,UC,working at height on scaffolding,"Observation (UC) at Lakwa Gas Plant - working at height on scaffolding in progress, however gas test not performed before entry, increasing risk of fall from height.",0,1,0.776,Working at Height,"['Working at Height', 'Confined Space']",Working at Height,Gas Test Skipped
RPT-00114,2025-06-20,Naharkatiya Tank Farm,Incident,routine equipment inspection round,"Observation (Incident) at Naharkatiya Tank Farm - routine equipment inspection round in progress, however toolbox talk / risk assessment not conducted, increasing risk of uncontrolled/unauthorized simultaneous operations.",0,0,0.083,Work Authorization,['Work Authorization'],Inspection / Housekeeping,Risk Assessment Skipped
RPT-00115,2025-07-25,Digboi Refinery,UC,confined space entry into storage tank,"Observation (UC) at Digboi Refinery - confined space entry into storage tank in progress, however supervision inadequate for high-risk task, increasing risk of asphyxiation or toxic gas exposure.",0,0,0.354,Confined Space,['Confined Space'],Confined Space Entry,Inadequate Supervision
RPT-00116,2025-07-26,Duliajan Field,UA,electrical panel maintenance,"While conducting electrical panel maintenance, a ua occurred at Duliajan Field because PPE (harness/gloves/goggles) not worn correctly.",1,1,0.663,Working at Height,['Working at Height'],Electrical Maintenance,PPE Non-Compliance
RPT-00117,2025-07-05,Duliajan Field,UC,routine equipment inspection round,"During routine equipment inspection round at Duliajan Field, it was observed that equipment inspection overdue / defective tool used. This created a direct exposure to uncontrolled/unauthorized simultaneous operations.",0,0,0.177,Work Authorization,['Work Authorization'],Inspection / Housekeeping,Defective Equipment
RPT-00118,2025-03-09,Jorajan Pipeline ROW,Near-Miss,routine equipment inspection round,Near-Miss raised at Jorajan Pipeline ROW: worker engaged in routine equipment inspection round without following procedure - toolbox talk / risk assessment not conducted.,0,0,0.19,Unclassified,[],Inspection / Housekeeping,Risk Assessment Skipped
RPT-00119,2025-12-30,Jorajan Pipeline ROW,UA,housekeeping / material storage,Field audit at Jorajan Pipeline ROW identified housekeeping / material storage where toolbox talk / risk assessment not conducted. No injury occurred but potential for loss of critical safety function was high.,0,0,0.142,Unclassified,[],Inspection / Housekeeping,Risk Assessment Skipped
RPT-00120,2025-02-28,Barekuri Well Pad,UC,excavation near buried pipeline,"During excavation near buried pipeline at Barekuri Well Pad, it was observed that permit to work not issued before starting job. This created a direct exposure to being struck by moving/falling/suspended object.",0,0,0.338,Line of Fire,"['Line of Fire', 'Work Authorization']",Excavation,Permit Not Issued
RPT-00121,2025-05-20,Digboi Refinery,UC,routine equipment inspection round,"While conducting routine equipment inspection round, a uc occurred at Digboi Refinery because gas test not performed before entry.",0,0,0.295,Confined Space,['Confined Space'],Inspection / Housekeeping,Gas Test Skipped
RPT-00122,2025-11-03,Jorajan Pipeline ROW,UC,electrical panel maintenance,UC raised at Jorajan Pipeline ROW: worker engaged in electrical panel maintenance without following procedure - isolation point not verified with lock and tag.,1,1,0.807,Energy Isolation,['Energy Isolation'],Electrical Maintenance,Isolation Not Verified
RPT-00123,2025-09-17,Numaligarh Terminal,Near-Miss,hot work / welding near flammable storage,"Observation (Near-Miss) at Numaligarh Terminal - hot work / welding near flammable storage in progress, however barricade/warning signage missing at work area, increasing risk of fire or explosion in presence of flammable atmosphere.",0,0,0.376,Hot Work,['Hot Work'],Hot Work,Barricade/Signage Missing
